datetime,DSWRF_0_6_W_m2,DSWRF_6_12_W_m2,DSWRF_12_18_W_m2,DSWRF_18_24_W_m2,DSWRF_24h_mean_W_m2,DSWRF_24h_MJ_m2
2026-02-15,0.0,6.1,459.54,138.896,151.13400000000001,13.057977600000003
2026-02-16,0.0,110.08,633.1,216.784,239.991,20.7352224
2026-02-17,0.0,89.36,508.176,138.368,183.976,15.895526400000001
2026-02-18,0.0,109.02,680.576,273.008,265.651,22.952246400000003
2026-02-19,0.0,110.112,865.152,141.872,279.284,24.1301376
2026-02-20,0.0,91.216,621.872,163.76,219.212,18.9399168
2026-02-21,0.0,100.56,691.264,80.096,217.98000000000002,18.833472000000004
2026-02-22,0.0,101.648,668.064,154.528,231.06,19.963584
2026-02-23,0.0,70.448,238.864,21.776,82.772,7.151500800000001
2026-02-24,0.0,101.568,860.944,278.432,310.236,26.8043904
2026-02-25,0.0,93.456,709.056,166.704,242.30400000000003,20.935065600000005
2026-02-26,0.0,108.992,919.6,302.624,332.80400000000003,28.754265600000004
2026-02-27,0.0,109.328,916.784,297.648,330.94000000000005,28.593216000000005
2026-02-28,0.0,101.952,875.968,274.16,313.02,27.044928
2026-03-01,0.0,102.528,882.768,282.8,317.024,27.390873600000003
2026-03-02,0.0,101.536,784.576,152.864,259.744,22.441881600000002
2026-03-03,0.0,100.176,767.104,149.072,254.08800000000002,21.953203200000004
2026-03-04,0.0,97.424,741.808,65.12,226.088,19.5340032
2026-03-05,0.0,81.616,668.896,84.304,208.70399999999998,18.0320256
2026-03-06,0.0,89.616,776.832,91.232,239.42,20.685888
2026-03-07,0.0,79.424,663.008,171.76,228.548,19.746547200000002
2026-03-08,0.0,92.976,829.296,219.84,285.528,24.669619200000003
2026-03-09,0.0,23.648,387.408,105.696,129.18800000000002,11.161843200000002
2026-03-10,0.0,32.0,686.992,189.328,227.07999999999998,19.619712
2026-03-11,0.0,84.592,806.32,107.312,249.556,21.561638400000003
2026-03-12,0.0,89.728,752.768,60.384,225.72,19.502208
2026-03-13,0.0,92.064,850.784,254.864,299.428,25.8705792
2026-03-14,0.0,92.192,852.112,253.328,299.408,25.8688512
2026-03-15,0.0,91.712,840.352,247.776,294.96,25.484544
2026-03-16,0.0,73.5,631.552,104.144,202.299,17.478633600000002
2026-03-17,0.0,10.14,333.952,28.16,93.063,8.0406432
2026-03-18,0.0,61.648,565.04,117.168,185.964,16.067289600000002
2026-03-19,0.0,85.424,817.664,234.432,284.38,24.570432
2026-03-20,0.0,85.92,816.704,223.872,281.62399999999997,24.3323136
2026-03-21,0.0,83.52,634.4,100.656,204.644,17.6812416
2026-03-22,0.0,59.856,567.952,91.616,179.856,15.5395584
2026-03-23,0.0,65.728,584.944,129.696,195.09199999999998,16.8559488
2026-03-24,0.0,4.96,194.016,76.576,68.888,5.9519232
2026-03-25,0.0,30.624,725.552,197.312,238.372,20.595340800000002
2026-03-26,0.0,76.464,675.408,44.816,199.17200000000003,17.208460800000005
2026-03-27,0.0,76.944,699.152,51.312,206.852,17.8720128
2026-03-28,0.0,75.408,710.736,57.984,211.032,18.2331648
2026-03-29,0.0,77.088,774.816,205.824,264.432,22.846924800000004
2026-03-30,0.0,75.248,758.912,132.832,241.74800000000002,20.887027200000002
2026-03-31,0.0,74.064,755.248,179.408,252.18,21.788352000000003
2026-04-01,0.0,74.24,758.672,164.384,249.324,21.541593600000002
2026-04-02,0.0,70.08,749.488,167.12,246.67200000000003,21.312460800000004
2026-04-03,0.0,72.928,750.896,188.224,253.012,21.860236800000003
2026-04-04,0.0,72.14,742.96,154.48,242.395,20.942928000000002
2026-04-07,0.0,53.008,459.808,88.544,150.34,12.989376000000002
2026-04-08,0.0,19.616,349.504,95.344,116.116,10.0324224
2026-04-09,0.0,13.248,444.272,152.768,152.572,13.182220800000001
2026-04-10,0.0,69.84,743.472,180.928,248.56,21.475584
2026-04-11,0.0,68.224,591.92,19.968,170.028,14.690419200000001
2026-04-12,0.0,23.76,176.64,70.848,67.812,5.8589568000000005
2026-04-13,0.0,19.744,585.936,43.744,162.35600000000002,14.027558400000002
2026-04-14,0.0,49.28,552.08,118.8,180.04,15.555456
2026-04-15,0.0,57.104,572.624,16.048,161.44400000000002,13.948761600000003
2026-04-16,0.0,5.216,215.216,74.432,73.71600000000001,6.369062400000001
2026-04-17,0.0,14.496,158.224,113.328,71.512,6.1786368000000005
2026-04-18,0.0,61.456,699.056,159.808,230.08,19.878912000000003
2026-04-19,0.0,62.624,700.8,159.088,230.628,19.9262592
2026-04-20,0.0,60.64,647.6,71.536,194.94400000000002,16.843161600000002
2026-04-21,0.0,9.744,75.408,13.216,24.592,2.1247488
2026-04-22,0.0,55.376,564.496,69.456,172.332,14.8894848
2026-04-23,0.0,54.08,608.24,102.848,191.292,16.527628800000002
2026-04-24,0.0,7.504,81.136,9.696,24.584,2.1240576
2026-04-25,0.0,3.104,306.192,95.696,101.24799999999999,8.7478272
2026-04-26,0.0,17.344,432.816,91.168,135.332,11.6926848
2026-04-27,0.0,57.952,687.84,147.664,223.364,19.2986496
2026-04-28,0.0,58.048,677.568,142.544,219.54,18.968256
2026-04-29,0.0,54.24,514.24,133.216,175.424,15.156633600000001
2026-04-30,0.0,54.624,599.152,109.6,190.84400000000002,16.4889216
2026-05-01,0.0,42.944,602.24,44.688,172.468,14.9012352
2026-05-02,0.0,3.552,190.432,123.632,79.404,6.8605056
2026-05-03,0.0,54.0,662.576,133.984,212.64000000000001,18.372096000000003
2026-05-04,0.0,18.128,460.032,113.488,147.91199999999998,12.779596799999998
2026-05-05,0.0,46.896,607.04,121.904,193.95999999999998,16.758143999999998
2026-05-06,0.0,33.92,499.472,94.16,156.88799999999998,13.555123199999999
2026-05-07,0.0,13.488,303.424,53.28,92.548,7.9961472
2026-05-08,0.0,47.92,549.152,70.656,166.93200000000002,14.422924800000002
2026-05-09,0.0,48.256,374.304,58.048,120.15199999999999,10.3811328
2026-05-10,0.0,46.368,337.024,32.16,103.888,8.9759232
2026-05-11,0.0,47.696,626.592,123.696,199.496,17.236454400000003
2026-05-12,0.0,48.016,630.272,124.192,200.62,17.333568
2026-05-13,0.0,26.896,563.92,119.84,177.664,15.3501696
2026-05-14,0.0,44.336,503.616,88.576,159.132,13.749004800000002
2026-05-15,0.0,26.56,543.36,111.52,170.35999999999999,14.719104
2026-05-16,0.0,7.488,279.04,60.704,86.808,7.500211200000001
2026-05-17,0.0,13.12,104.736,30.272,37.032000000000004,3.1995648000000005
2026-05-18,0.0,10.688,360.64,104.24,118.892,10.2722688
2026-05-19,0.0,41.248,589.488,113.584,186.08000000000004,16.077312000000003
2026-05-20,0.0,42.048,596.736,113.424,188.052,16.2476928
2026-05-21,0.0,39.888,546.144,104.704,172.684,14.9198976
2026-05-22,0.0,32.8,304.256,14.624,87.92,7.596288
2026-05-23,0.0,36.624,515.104,71.824,155.888,13.468723200000001
2026-05-24,0.0,36.064,538.896,99.968,168.73199999999997,14.578444799999998
2026-05-25,0.0,19.328,232.432,25.504,69.316,5.988902400000001
2026-05-26,0.0,6.56,179.44,36.848,55.712,4.8135168
2026-05-27,0.0,36.0,558.096,104.464,174.64,15.088896
2026-05-28,0.0,34.64,538.512,92.96,166.528,14.3880192
2026-05-29,0.0,27.76,157.296,13.616,49.66799999999999,4.2913152
2026-05-30,0.0,32.192,348.064,31.648,102.97600000000001,8.897126400000001
2026-05-31,0.0,23.952,442.672,71.68,134.57600000000002,11.627366400000003
2026-06-01,0.0,34.32,551.536,102.288,172.036,14.863910400000002
2026-06-02,0.0,32.672,534.976,80.272,161.98000000000002,13.995072000000002
2026-06-03,0.0,32.06,530.96,98.192,165.303,14.2821792
2026-06-04,0.0,32.304,534.544,99.056,166.476,14.383526400000001
2026-06-05,0.0,31.44,444.128,97.968,143.384,12.3883776
2026-06-06,0.0,30.416,515.968,86.128,158.12800000000001,13.662259200000001
2026-06-07,0.0,28.32,329.648,86.512,111.12,9.600768
2026-06-08,0.0,7.44,229.328,25.968,65.684,5.6750976
2026-06-09,0.0,29.024,318.48,75.136,105.66,9.129024
2026-06-10,0.0,15.504,253.824,13.152,70.62,6.101568
2026-06-11,0.0,0.816,22.416,2.656,6.4719999999999995,0.5591808
2026-06-12,0.0,1.408,65.12,28.736,23.816000000000003,2.0577024
2026-06-13,0.0,22.208,506.528,97.824,156.64,13.533695999999999
2026-06-14,0.0,28.896,521.904,97.472,162.06799999999998,14.002675199999999
2026-06-15,0.0,24.432,422.368,62.608,127.352,11.003212800000002
2026-06-16,0.0,29.88,537.088,100.928,166.974,14.4265536
2026-06-17,0.0,28.816,505.04,99.28,158.284,13.6757376
2026-06-18,0.0,16.608,344.288,42.576,100.86800000000001,8.7149952
2026-06-19,0.0,1.32,78.224,4.336,20.97,1.811808
2026-06-20,0.0,8.88,140.768,22.16,42.952,3.7110528
2026-06-21,0.0,28.4,528.464,101.04,164.476,14.2107264
2026-06-22,0.0,1.02,55.408,12.64,17.267000000000003,1.4918688000000004
2026-06-23,0.0,27.664,530.832,102.88,165.344,14.2857216
2026-06-24,0.0,27.92,534.336,103.952,166.552,14.3900928
2026-06-25,0.0,23.78,460.96,80.672,141.353,12.2128992
2026-06-26,0.0,29.072,545.168,104.144,169.596,14.6530944
2026-06-27,0.0,18.56,262.176,49.088,82.456,7.124198400000001
2026-06-28,0.0,6.144,80.272,4.256,22.668000000000003,1.9585152000000003
2026-06-29,0.0,12.336,251.184,15.728,69.812,6.0317568
2026-06-30,0.0,2.912,185.088,7.424,48.856,4.2211584
2026-07-01,0.0,3.392,142.56,41.6,46.888,4.0511232
2026-07-02,0.0,1.26,37.872,9.152,12.071,1.0429344
2026-07-03,0.0,21.552,490.08,91.744,150.844,13.0329216
2026-07-04,0.0,23.12,448.752,37.472,127.336,11.001830400000001
2026-07-05,0.0,18.976,452.816,86.048,139.45999999999998,12.049344
2026-07-06,0.0,9.088,257.312,92.416,89.70400000000001,7.750425600000001
2026-07-07,0.0,29.312,554.16,112.512,173.99599999999998,15.033254399999999
2026-07-08,0.0,28.496,541.712,110.24,170.112,14.6976768
2026-07-09,0.0,27.568,495.856,87.056,152.62,13.186368000000002
2026-07-10,0.0,5.568,456.704,48.368,127.66,11.029824
2026-07-11,0.0,20.88,112.72,18.352,37.988,3.2821632000000003
2026-07-12,0.0,10.656,188.592,57.6,64.212,5.5479168
2026-07-13,0.0,29.28,553.744,115.216,174.56,15.081984
2026-07-14,0.0,30.224,560.288,117.04,176.888,15.283123200000002
2026-07-15,0.0,30.032,557.344,115.904,175.82000000000002,15.190848000000003
2026-07-16,0.0,28.592,535.152,111.84,168.89600000000002,14.592614400000002
2026-07-17,0.0,28.032,505.936,107.376,160.33599999999998,13.8530304
2026-07-18,0.0,28.352,530.784,111.952,167.772,14.4955008
2026-07-19,0.0,28.448,464.88,26.592,129.98,11.230272
2026-07-20,0.0,27.552,425.968,55.088,127.15200000000002,10.985932800000002
2026-07-21,0.0,25.936,311.632,78.176,103.93599999999999,8.9800704
2026-07-22,0.0,2.88,33.536,63.248,24.916,2.1527424
2026-07-23,0.0,15.12,499.68,32.128,136.732,11.8136448
2026-07-24,0.0,26.784,303.056,7.696,84.384,7.2907776
2026-07-25,0.0,31.184,476.944,117.392,156.38,13.511232
2026-07-26,0.0,4.8,187.44,54.512,61.688,5.329843200000001
2026-07-27,0.0,23.568,524.368,100.384,162.08,14.003712000000002
2026-07-28,0.0,13.68,299.312,113.312,106.57600000000001,9.208166400000001
2026-07-29,0.0,32.624,564.528,124.08,180.30800000000002,15.578611200000003
2026-07-30,0.0,2.592,375.088,111.2,122.22,10.559808
2026-07-31,0.0,34.016,571.136,126.64,182.94799999999998,15.806707199999998
